Player,Pos,Team,G,MP,PTS,TRB,AST,WS,BPM,Salary,Value_per_Million
Caleb Martin,SF,MIA,64.0,1756.0,13.1,5.8,2.9,0.6,-3.2,9186594.0,0.06531256306744371
Caleb Martin,SF,MIA,64.0,1756.0,13.1,5.8,2.9,0.6,-2.5,9186594.0,0.06531256306744371
Caleb Martin,SF,MIA,64.0,1756.0,13.1,5.8,2.9,0.0,-5.3,9186594.0,0.0
Sam Hauser,SF,BOS,79.0,1741.0,14.7,5.7,1.7,4.4,0.8,2092344.0,2.1029046848892916
Al Horford,C,BOS,65.0,1740.0,11.6,8.5,3.5,4.4,1.2,9500000.0,0.46315789473684216
Toumani Camara,PF,POR,70.0,1739.0,10.9,7.1,1.8,5.2,-0.1,1891857.0,2.7486221210165462
Obi Toppin,PF,IND,82.0,1730.0,17.5,6.7,2.7,4.3,1.7,12975000.0,0.33140655105973027
Bilal Coulibaly,SF,WAS,63.0,1715.0,11.2,5.4,2.3,0.3,-3.7,6945240.0,0.04319505157489158
OG Anunoby,SF,2TM,50.0,1702.0,15.5,4.4,2.3,6.5,0.7,36637932.0,0.17741176003056067
OG Anunoby,SF,TOR,27.0,900.0,16.3,4.2,2.9,6.5,0.7,36637932.0,0.17741176003056067
OG Anunoby,SF,NYK,23.0,802.0,14.6,4.6,1.6,6.5,0.7,36637932.0,0.17741176003056067
Jabari Walker,SF,POR,72.0,1700.0,13.5,10.8,1.5,2.0,-0.8,2019699.0,0.9902465664438116
Andrew Nembhard,PG,IND,68.0,1697.0,13.3,3.0,5.9,2.8,-2.3,2019699.0,1.3863451930213362
Cason Wallace,SG,OKC,82.0,1692.0,11.9,4.0,2.6,5.2,1.0,5555880.0,0.9359453407920978
Trey Murphy III,SF,NOP,57.0,1690.0,17.9,6.0,2.6,3.5,0.8,5159854.0,0.6783137662422231
Kristaps Porziņģis,C,BOS,57.0,1690.0,24.4,8.7,2.4,5.3,4.7,29268293.0,0.18108333137159724
Kyle Lowry,PG,2TM,60.0,1690.0,10.4,4.1,5.4,1.0,-1.3,2087519.0,0.479037556065358
Kyle Lowry,PG,MIA,37.0,1037.0,10.5,4.5,5.1,1.0,-1.3,2087519.0,0.479037556065358
Kyle Lowry,PG,PHI,23.0,653.0,10.1,3.6,5.8,1.0,-1.3,2087519.0,0.479037556065358
Jordan Clarkson,SG,UTA,55.0,1682.0,20.2,4.0,5.9,0.4,-1.5,14092577.0,0.028383737055330618
De'Andre Hunter,SF,ATL,57.0,1681.0,19.1,4.8,1.9,4.4,0.4,21696429.0,0.20279834990357173
De'Andre Hunter,SF,ATL,57.0,1681.0,19.1,4.8,1.9,2.2,-0.4,21696429.0,0.10139917495178587
De'Andre Hunter,SF,ATL,57.0,1681.0,19.1,4.8,1.9,2.2,1.6,21696429.0,0.10139917495178587
Pat Connaughton,SF,MIL,76.0,1676.0,9.2,5.1,3.5,1.2,-2.3,9423869.0,0.12733623525539245
Christian Braun,SG,DEN,82.0,1655.0,13.1,6.7,2.9,8.0,0.3,3089640.0,2.589298429590502
Simone Fontecchio,SF,2TM,66.0,1644.0,15.2,5.4,2.2,1.6,-2.9,7692308.0,0.20799999168000036
Simone Fontecchio,SF,UTA,50.0,1160.0,13.8,5.5,2.3,1.6,-2.9,7692308.0,0.20799999168000036
Simone Fontecchio,SF,DET,16.0,484.0,18.4,5.2,2.1,1.6,-2.9,7692308.0,0.20799999168000036
Ochai Agbaji,SG,2TM,78.0,1641.0,10.0,4.7,1.8,3.1,-0.7,4310280.0,0.7192108169306867
Ochai Agbaji,SG,UTA,51.0,1003.0,9.8,4.5,1.7,3.1,-0.7,4310280.0,0.7192108169306867
Ochai Agbaji,SG,TOR,27.0,638.0,10.2,5.1,2.0,3.1,-0.7,4310280.0,0.7192108169306867
Julius Randle,PF,NYK,46.0,1630.0,24.3,9.3,5.1,6.2,1.3,33073920.0,0.18745887998761562
Precious Achiuwa,PF,2TM,74.0,1624.0,12.5,10.8,2.2,2.3,-1.9,6000000.0,0.3833333333333333
Precious Achiuwa,C,TOR,25.0,437.0,15.9,11.2,3.6,2.3,-1.9,6000000.0,0.3833333333333333
Precious Achiuwa,PF,NYK,49.0,1187.0,11.3,10.6,1.6,2.3,-1.9,6000000.0,0.3833333333333333
Santi Aldama,PF,MEM,61.0,1618.0,14.6,7.8,3.1,5.0,3.2,3960531.0,1.262456978622311
Cameron Johnson,PF,BRK,58.0,1599.0,17.5,5.7,3.1,5.1,3.1,22500000.0,0.22666666666666666
Malaki Branham,PG,SAS,75.0,1594.0,15.6,3.3,3.5,0.1,-3.2,3217920.0,0.031075974542561658
Paul Reed,C,PHI,82.0,1590.0,13.6,11.0,2.5,1.6,2.9,3913234.0,0.4088689815124779
Paul Reed,C,PHI,82.0,1590.0,13.6,11.0,2.5,1.6,2.9,3913234.0,0.4088689815124779
Ausar Thompson,SF,DET,63.0,1583.0,12.6,9.1,2.7,3.8,1.7,8376000.0,0.45367717287488063
Anfernee Simons,SG,POR,46.0,1582.0,23.6,3.8,5.8,4.2,-0.1,25892857.0,0.16220689744665875
Kevin Huerter,SG,SAC,64.0,1562.0,15.1,5.2,3.8,1.9,-2.0,16830357.0,0.11289124764257823
Kevin Huerter,SG,SAC,64.0,1562.0,15.1,5.2,3.8,0.8,-2.3,16830357.0,0.047533156902138204
Kevin Huerter,SG,SAC,64.0,1562.0,15.1,5.2,3.8,1.1,-1.5,16830357.0,0.06535809074044004
Bennedict Mathurin,SF,IND,59.0,1538.0,20.0,5.5,2.8,3.0,-2.9,7245720.0,0.41403752836157065
Evan Mobley,PF,CLE,50.0,1532.0,18.4,11.0,3.8,9.0,4.6,11227657.0,0.8015919973330143
Chris Paul,PG,GSW,58.0,1531.0,12.5,5.3,9.2,5.7,0.8,10460000.0,0.5449330783938814
Russell Westbrook,PG,LAC,68.0,1529.0,17.8,8.1,7.2,1.9,-1.1,5631296.0,0.3374001295616497
Russell Westbrook,PG,LAC,68.0,1529.0,17.8,8.1,7.2,1.9,-1.1,5631296.0,0.3374001295616497
Nicolas Batum,PF,2TM,60.0,1529.0,7.5,5.8,3.0,3.5,0.8,4668000.0,0.7497857754927163
Nicolas Batum,PF,LAC,3.0,54.0,5.3,4.7,3.3,3.5,0.8,4668000.0,0.7497857754927163
Nicolas Batum,PF,PHI,57.0,1475.0,7.6,5.9,3.0,3.5,0.8,4668000.0,0.7497857754927163
Zach Collins,C,SAS,69.0,1526.0,18.3,8.7,4.6,2.7,0.0,16741200.0,0.16127876137911262
Zach Collins,C,SAS,69.0,1526.0,18.3,8.7,4.6,1.0,-0.1,16741200.0,0.05973287458485652
Zach Collins,C,SAS,69.0,1526.0,18.3,8.7,4.6,1.7,0.1,16741200.0,0.1015458867942561
Josh Green,SG,DAL,57.0,1505.0,11.2,4.4,3.1,1.5,-4.3,12654321.0,0.11853658525020822
Walker Kessler,C,UTA,64.0,1493.0,12.5,11.6,1.4,5.4,1.8,2965920.0,1.8206829584075093
Draymond Green,PF,GSW,55.0,1490.0,11.5,9.6,8.0,3.7,0.5,24107143.0,0.1534814805719616
Peyton Watson,SF,DEN,80.0,1488.0,12.9,6.2,2.1,2.5,-1.8,2413560.0,1.0358143157824955
Matisse Thybulle,SF,POR,65.0,1487.0,8.6,3.3,2.2,0.9,5.0,11025000.0,0.08163265306122448
Khris Middleton,SF,MIL,55.0,1487.0,20.0,6.2,7.1,2.0,0.7,31000000.0,0.06451612903225806
Khris Middleton,SF,MIL,55.0,1487.0,20.0,6.2,7.1,1.7,2.2,31000000.0,0.054838709677419356
Khris Middleton,SF,MIL,55.0,1487.0,20.0,6.2,7.1,0.4,-2.0,31000000.0,0.012903225806451613
Julian Champagnie,SF,SAS,74.0,1468.0,12.4,5.1,2.5,2.5,-1.3,3000000.0,0.8333333333333334
Amir Coffey,SF,LAC,70.0,1460.0,11.4,3.6,1.9,4.0,-1.7,3938271.0,1.0156741372038645
Isaiah Joe,SG,OKC,78.0,1445.0,15.8,4.5,2.5,5.1,1.3,12991650.0,0.39255983651037396
Desmond Bane,SG,MEM,42.0,1443.0,24.9,4.6,5.7,6.5,3.2,34005250.0,0.19114695524955708
Vince Williams Jr.,SG,MEM,52.0,1436.0,13.1,7.3,4.4,0.4,-2.8,2120693.0,0.1886175886844536
Isaiah Stewart,PF,DET,46.0,1423.0,12.7,7.7,1.8,4.3,0.6,15000000.0,0.2866666666666667
Moritz Wagner,C,ORL,80.0,1415.0,22.1,8.8,2.4,2.0,4.0,11000000.0,0.18181818181818182
Tyler Herro,SG,MIA,42.0,1407.0,22.4,5.7,4.8,7.4,3.1,29000000.0,0.25517241379310346
Wendell Carter Jr.,C,ORL,55.0,1406.0,15.4,9.8,2.4,4.6,-1.2,11950000.0,0.38493723849372385
Onyeka Okongwu,C,ATL,55.0,1405.0,14.4,9.6,1.9,7.2,1.3,14000000.0,0.5142857142857143
Amen Thompson,SF,HOU,62.0,1388.0,15.4,10.6,4.2,8.0,4.1,9249960.0,0.8648686048372102
Haywood Highsmith,PF,MIA,66.0,1366.0,10.7,5.5,1.8,3.3,-1.9,5200000.0,0.6346153846153846
Dyson Daniels,PG,NOP,61.0,1358.0,9.4,6.3,4.3,5.0,1.5,6059520.0,0.8251478664976764
Andre Drummond,C,CHI,79.0,1351.0,17.7,18.9,1.0,1.2,-3.2,5000000.0,0.24
Marcus Sasser,PG,DET,71.0,1351.0,15.6,3.3,6.3,1.8,-0.6,2755080.0,0.6533385600418137
Kris Murray,SF,POR,62.0,1348.0,10.0,6.0,2.1,0.7,-3.0,2990040.0,0.23411058046046204
Miles McBride,PG,NYK,68.0,1328.0,15.2,2.7,3.1,3.2,0.0,4710144.0,0.6793847491711507
Jakob Poeltl,C,TOR,50.0,1319.0,15.1,11.7,3.5,5.5,2.0,19500000.0,0.28205128205128205
Joel Embiid,C,PHI,39.0,1309.0,37.2,11.8,6.0,1.4,3.5,51415938.0,0.027228911004210408
Jeff Green,PF,HOU,78.0,1307.0,14.0,4.9,1.9,1.3,0.4,8000000.0,0.1625
Cameron Payne,PG,2TM,78.0,1304.0,16.0,3.2,5.7,2.3,-0.2,2087519.0,1.1017863789503233
Cameron Payne,PG,MIL,47.0,702.0,14.9,3.2,5.6,2.3,-0.2,2087519.0,1.1017863789503233
Cameron Payne,PG,PHI,31.0,602.0,17.2,3.3,5.7,2.3,-0.2,2087519.0,1.1017863789503233
Gary Harris,SG,ORL,54.0,1297.0,10.3,2.5,2.4,1.0,-2.7,7500000.0,0.13333333333333333
Dereck Lively II,C,DAL,55.0,1294.0,13.4,10.5,1.7,3.4,3.3,5014560.0,0.6780255894834242
T.J. McConnell,PG,IND,71.0,1291.0,20.3,5.3,10.9,3.2,1.2,9300000.0,0.3440860215053763
Aaron Holiday,PG,HOU,78.0,1269.0,14.6,3.5,4.0,2.0,-0.2,4668000.0,0.4284490145672665
Gradey Dick,SG,TOR,60.0,1268.0,14.5,3.7,1.9,1.4,-3.2,4763760.0,0.2938855022083396
Naji Marshall,SF,NOP,66.0,1257.0,13.3,6.9,3.7,3.5,-0.8,8571429.0,0.4083333129166677
Kris Dunn,PG,UTA,66.0,1249.0,10.3,5.4,7.3,4.0,0.6,5168000.0,0.7739938080495355
GG Jackson II,PF,MEM,48.0,1233.0,20.4,5.7,1.7,0.1,-5.3,1891857.0,0.05285811771185666
Aaron Wiggins,SG,OKC,78.0,1228.0,15.9,5.5,2.5,5.4,1.1,10514017.0,0.5136000826325466
Larry Nance Jr.,C,NOP,61.0,1216.0,10.4,9.1,3.3,1.3,1.8,11205000.0,0.11601963409192326
Duop Reath,C,POR,68.0,1214.0,18.3,7.4,2.0,1.0,-0.3,2048780.0,0.4880953543084177
Alec Burks,SG,2TM,66.0,1212.0,20.5,4.5,2.6,1.8,0.3,2087519.0,0.8622676009176444
Alec Burks,SG,DET,43.0,901.0,21.6,4.4,2.7,1.8,0.3,2087519.0,0.8622676009176444
Alec Burks,SG,NYK,23.0,311.0,17.2,4.6,2.3,1.8,0.3,2087519.0,0.8622676009176444
Kevon Looney,C,GSW,74.0,1195.0,10.1,12.6,4.0,4.3,0.3,8000000.0,0.5375
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.5,-1.5,2967212.0,0.16850835059982233
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.5,-1.5,2967212.0,0.16850835059982233
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.5,-1.2,2967212.0,0.16850835059982233
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.5,-1.2,2967212.0,0.16850835059982233
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.0,2.9,2967212.0,0.0
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.0,2.9,2967212.0,0.0
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.0,-8.3,2967212.0,0.0
David Roddy,PF,2TM,65.0,1177.0,13.0,6.5,2.4,0.0,-8.3,2967212.0,0.0
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.5,-1.5,2967212.0,0.16850835059982233
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.5,-1.5,2967212.0,0.16850835059982233
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.5,-1.2,2967212.0,0.16850835059982233
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.5,-1.2,2967212.0,0.16850835059982233
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.0,2.9,2967212.0,0.0
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.0,2.9,2967212.0,0.0
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.0,-8.3,2967212.0,0.0
David Roddy,PF,MEM,48.0,1114.0,13.0,6.5,2.5,0.0,-8.3,2967212.0,0.0
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.5,-1.5,2967212.0,0.16850835059982233
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.5,-1.5,2967212.0,0.16850835059982233
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.5,-1.2,2967212.0,0.16850835059982233
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.5,-1.2,2967212.0,0.16850835059982233
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.0,2.9,2967212.0,0.0
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.0,2.9,2967212.0,0.0
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.0,-8.3,2967212.0,0.0
David Roddy,PF,PHO,17.0,63.0,12.6,6.3,2.3,0.0,-8.3,2967212.0,0.0
Vasilije Micić,PG,2TM,60.0,1176.0,12.9,2.7,8.0,-1.0,-7.0,7723000.0,-0.12948336138806163
Vasilije Micić,PG,2TM,60.0,1176.0,12.9,2.7,8.0,-0.9,-6.8,7723000.0,-0.11653502524925548
Vasilije Micić,PG,2TM,60.0,1176.0,12.9,2.7,8.0,-0.1,-14.8,7723000.0,-0.012948336138806164
Vasilije Micić,PG,OKC,30.0,361.0,9.9,2.4,7.6,-1.0,-7.0,7723000.0,-0.12948336138806163
Vasilije Micić,PG,OKC,30.0,361.0,9.9,2.4,7.6,-0.9,-6.8,7723000.0,-0.11653502524925548
Vasilije Micić,PG,OKC,30.0,361.0,9.9,2.4,7.6,-0.1,-14.8,7723000.0,-0.012948336138806164
Vasilije Micić,PG,CHO,30.0,815.0,14.3,2.8,8.2,-1.0,-7.0,7723000.0,-0.12948336138806163
Vasilije Micić,PG,CHO,30.0,815.0,14.3,2.8,8.2,-0.9,-6.8,7723000.0,-0.11653502524925548
Vasilije Micić,PG,CHO,30.0,815.0,14.3,2.8,8.2,-0.1,-14.8,7723000.0,-0.012948336138806164
Patrick Williams,PF,CHI,43.0,1174.0,13.2,5.1,2.0,0.4,-3.7,18000000.0,0.022222222222222223
John Konchar,SF,MEM,55.0,1173.0,7.2,7.9,3.4,1.5,1.7,6165000.0,0.24330900243309003
Drew Eubanks,C,PHO,75.0,1169.0,11.7,9.9,1.9,1.7,-0.7,5000000.0,0.33999999999999997
Drew Eubanks,C,PHO,75.0,1169.0,11.7,9.9,1.9,1.2,0.0,5000000.0,0.24
Drew Eubanks,C,PHO,75.0,1169.0,11.7,9.9,1.9,0.5,-2.7,5000000.0,0.1
Joe Ingles,SF,ORL,68.0,1169.0,9.1,4.4,6.3,-0.1,-7.0,2087519.0,-0.0479037556065358
Anthony Black,PG,ORL,69.0,1164.0,9.8,4.3,2.8,2.4,-1.9,7607760.0,0.315467364901101
Jordan Hawkins,SG,NOP,67.0,1160.0,16.3,4.6,2.2,-0.5,-5.4,4525680.0,-0.1104806349543052
Trey Lyles,PF,SAC,58.0,1158.0,13.0,8.0,2.2,2.6,-0.7,8000000.0,0.325
Moses Moody,SG,GSW,66.0,1156.0,16.6,6.1,1.8,3.5,-0.9,5803269.0,0.6031083515170501
Jae Crowder,PF,MIL,50.0,1156.0,9.7,5.0,2.1,0.1,-4.3,1655619.0,0.06040036989186522
Trayce Jackson-Davis,PF,GSW,68.0,1130.0,17.2,10.9,2.6,3.4,1.2,1891857.0,1.7971760022031265
Malcolm Brogdon,PG,POR,39.0,1121.0,19.7,4.8,6.9,0.7,-1.5,22500000.0,0.03111111111111111
Dean Wade,PF,CLE,54.0,1108.0,9.5,7.1,1.4,3.0,0.3,6166667.0,0.48648646018992103
Josh Richardson,SG,MIA,43.0,1103.0,13.9,3.9,3.4,-0.1,-6.7,3051153.0,-0.03277449541206227
Davion Mitchell,PG,SAC,72.0,1101.0,12.4,3.1,4.4,3.0,-2.6,6451077.0,0.4650386284336709
Davion Mitchell,PG,SAC,72.0,1101.0,12.4,3.1,4.4,0.7,-4.3,6451077.0,0.10850901330118987
Davion Mitchell,PG,SAC,72.0,1101.0,12.4,3.1,4.4,2.3,-0.6,6451077.0,0.356529615132481
Dario Šarić,C,GSW,64.0,1098.0,16.9,9.3,4.7,0.0,-4.8,5168000.0,0.0
James Wiseman,C,DET,63.0,1091.0,14.7,11.1,1.8,0.0,1.6,2237691.0,0.0
Dante Exum,PG,DAL,55.0,1088.0,14.2,4.9,5.2,0.6,-2.3,3150000.0,0.19047619047619047
Sam Merrill,SG,CLE,61.0,1069.0,16.3,4.0,3.6,3.3,0.3,2164993.0,1.5242543509378552
Shaedon Sharpe,SG,POR,32.0,1059.0,17.3,5.4,3.2,3.0,-1.3,6614160.0,0.4535723357161
Jordan Goodwin,PG,2TM,57.0,1055.0,12.6,8.6,5.3,1.0,-0.8,223718.0,4.469913015492718
Jordan Goodwin,PG,PHO,40.0,558.0,12.8,7.5,5.0,1.0,-0.8,223718.0,4.469913015492718
Jordan Goodwin,PG,MEM,17.0,497.0,12.3,9.9,5.6,1.0,-0.8,223718.0,4.469913015492718
Marvin Bagley III,C,2TM,50.0,1053.0,19.9,10.7,1.9,0.6,-1.2,12500000.0,0.048
Marvin Bagley III,C,2TM,50.0,1053.0,19.9,10.7,1.9,0.3,-1.0,12500000.0,0.024
Marvin Bagley III,C,2TM,50.0,1053.0,19.9,10.7,1.9,0.3,-1.5,12500000.0,0.024
Marvin Bagley III,C,DET,26.0,478.0,20.0,8.9,2.0,0.6,-1.2,12500000.0,0.048
Marvin Bagley III,C,DET,26.0,478.0,20.0,8.9,2.0,0.3,-1.0,12500000.0,0.024
Marvin Bagley III,C,DET,26.0,478.0,20.0,8.9,2.0,0.3,-1.5,12500000.0,0.024
Marvin Bagley III,C,WAS,24.0,575.0,19.9,12.1,1.8,0.6,-1.2,12500000.0,0.048
Marvin Bagley III,C,WAS,24.0,575.0,19.9,12.1,1.8,0.3,-1.0,12500000.0,0.024
Marvin Bagley III,C,WAS,24.0,575.0,19.9,12.1,1.8,0.3,-1.5,12500000.0,0.024
Torrey Craig,SF,CHI,53.0,1049.0,10.4,7.4,2.0,0.8,-0.9,3625162.0,0.22067979306855806
Torrey Craig,SF,CHI,53.0,1049.0,10.4,7.4,2.0,0.8,-0.9,3625162.0,0.22067979306855806
Torrey Craig,SF,CHI,53.0,1049.0,10.4,7.4,2.0,0.4,2.3,3625162.0,0.11033989653427903
Torrey Craig,SF,CHI,53.0,1049.0,10.4,7.4,2.0,0.4,2.3,3625162.0,0.11033989653427903
Torrey Craig,SF,CHI,53.0,1049.0,10.4,7.4,2.0,0.4,-2.7,3625162.0,0.11033989653427903
Torrey Craig,SF,CHI,53.0,1049.0,10.4,7.4,2.0,0.4,-2.7,3625162.0,0.11033989653427903
Jalen Smith,C,IND,61.0,1047.0,20.7,11.6,2.2,2.9,0.9,8571429.0,0.3383333164166675
Dalano Banton,PG,2TM,54.0,1047.0,19.2,6.1,4.4,0.8,-0.8,2196970.0,0.3641378808085682
Dalano Banton,PG,BOS,24.0,171.0,11.8,7.4,4.0,0.8,-0.8,2196970.0,0.3641378808085682
Dalano Banton,PG,POR,30.0,876.0,20.6,5.9,4.4,0.8,-0.8,2196970.0,0.3641378808085682
Ziaire Williams,SF,MEM,51.0,1038.0,14.6,6.2,2.6,2.1,-2.3,6133005.0,0.3424096344287996
Jae'Sean Tate,SF,HOU,65.0,1031.0,9.3,6.9,2.2,1.6,-0.7,7565217.0,0.21149426381292172
Kenrich Williams,PF,OKC,69.0,1029.0,11.4,7.3,3.3,3.6,0.6,6669000.0,0.5398110661268557
Jose Alvarado,PG,NOP,56.0,1028.0,13.9,4.5,4.1,1.2,-1.4,1988598.0,0.6034402126523309
Quentin Grimes,SG,2TM,51.0,1025.0,12.6,3.5,2.3,3.4,0.4,4296682.0,0.7913082699627294
Quentin Grimes,SG,2TM,51.0,1025.0,12.6,3.5,2.3,1.7,-0.3,4296682.0,0.3956541349813647
Quentin Grimes,SG,2TM,51.0,1025.0,12.6,3.5,2.3,1.6,1.2,4296682.0,0.3723803623354021
Quentin Grimes,SG,NYK,45.0,910.0,12.9,3.5,2.1,3.4,0.4,4296682.0,0.7913082699627294
Quentin Grimes,SG,NYK,45.0,910.0,12.9,3.5,2.1,1.7,-0.3,4296682.0,0.3956541349813647
Quentin Grimes,SG,NYK,45.0,910.0,12.9,3.5,2.1,1.6,1.2,4296682.0,0.3723803623354021
Quentin Grimes,SG,DET,6.0,115.0,10.0,3.8,4.4,3.4,0.4,4296682.0,0.7913082699627294
Quentin Grimes,SG,DET,6.0,115.0,10.0,3.8,4.4,1.7,-0.3,4296682.0,0.3956541349813647
Quentin Grimes,SG,DET,6.0,115.0,10.0,3.8,4.4,1.6,1.2,4296682.0,0.3723803623354021
De'Anthony Melton,SG,PHI,38.0,1023.0,14.8,5.0,4.0,0.2,-0.8,12822000.0,0.015598190609889255
Daniel Theis,C,2TM,60.0,1015.0,13.3,8.7,2.2,1.0,-3.3,2087519.0,0.479037556065358
Daniel Theis,C,IND,1.0,8.0,9.0,0.0,0.0,1.0,-3.3,2087519.0,0.479037556065358
Daniel Theis,C,LAC,59.0,1007.0,13.4,8.7,2.2,1.0,-3.3,2087519.0,0.479037556065358
Lonnie Walker IV,SG,BRK,58.0,1011.0,20.1,4.5,2.6,0.3,-2.4,780932.0,0.3841563670076268
Talen Horton-Tucker,PG,UTA,51.0,1009.0,18.4,4.3,6.3,1.1,-2.4,2087519.0,0.5269413116718938
Killian Hayes,PG,DET,42.0,1008.0,10.3,4.2,7.3,0.3,-0.6,119972.0,2.500583469476211
Jevon Carter,PG,CHI,72.0,1004.0,12.8,2.2,3.4,0.3,-2.1,6500000.0,0.04615384615384615
Luke Kennard,SG,MEM,39.0,999.0,15.5,4.1,4.9,3.9,1.1,9250000.0,0.4216216216216216
Garrison Mathews,SG,ATL,66.0,992.0,11.8,3.3,1.3,1.5,-1.6,2230253.0,0.672569434947515
Jaden Hardy,SG,DAL,73.0,989.0,19.3,4.8,4.0,-0.3,-4.7,2019699.0,-0.14853698496657175
Tre Mann,PG,2TM,41.0,987.0,13.9,5.4,6.0,0.1,-2.4,4908373.0,0.020373349784134173
Tre Mann,PG,OKC,13.0,119.0,14.8,7.3,6.1,0.1,-2.4,4908373.0,0.020373349784134173
Tre Mann,PG,CHO,28.0,868.0,13.8,5.2,6.0,0.1,-2.4,4908373.0,0.020373349784134173
Cam Reddish,SF,LAL,48.0,984.0,9.5,3.6,1.8,0.7,-2.7,2463946.0,0.28409713524565877
Luke Kornet,C,BOS,63.0,983.0,12.2,9.6,2.5,7.0,3.3,2087519.0,3.353262892457506
Keon Ellis,SG,SAC,57.0,978.0,11.4,4.6,3.1,5.0,1.9,2120693.0,2.35771985855567
Xavier Tillman Sr.,PF,2TM,54.0,974.0,10.5,7.8,2.8,-0.3,-8.1,2237691.0,-0.1340667679317654
Xavier Tillman Sr.,C,MEM,34.0,700.0,10.5,8.1,2.9,-0.3,-8.1,2237691.0,-0.1340667679317654
Xavier Tillman Sr.,PF,BOS,20.0,274.0,10.5,7.1,2.6,-0.3,-8.1,2237691.0,-0.1340667679317654
Josh Okogie,SG,PHO,60.0,960.0,10.4,5.8,2.4,1.3,1.5,8250000.0,0.1575757575757576
Josh Okogie,SG,PHO,60.0,960.0,10.4,5.8,2.4,0.7,0.4,8250000.0,0.08484848484848484
Josh Okogie,SG,PHO,60.0,960.0,10.4,5.8,2.4,0.6,3.1,8250000.0,0.07272727272727272
Goga Bitadze,C,ORL,62.0,957.0,11.7,10.8,3.0,5.8,2.5,9057971.0,0.6403200010245119
Max Christie,SG,LAL,67.0,944.0,10.8,5.4,2.3,2.7,-2.5,7142857.0,0.3780000075600002
Max Christie,SG,LAL,67.0,944.0,10.8,5.4,2.3,2.0,-1.8,7142857.0,0.2800000056000001
Max Christie,SG,LAL,67.0,944.0,10.8,5.4,2.3,0.7,-3.4,7142857.0,0.09800000196000003
Kevin Love,PF,MIA,55.0,924.0,18.9,13.2,4.5,0.4,0.4,3850000.0,0.1038961038961039
Day'Ron Sharpe,C,BRK,61.0,921.0,16.2,15.2,3.3,2.7,0.9,3989122.0,0.6768406681971623
Jonathan Isaac,PF,ORL,58.0,914.0,15.5,10.2,1.2,3.4,0.7,25000000.0,0.136
Markelle Fultz,PG,ORL,43.0,910.0,13.3,5.5,4.7,-0.1,-4.7,731831.0,-0.1366435693486611
Doug McDermott,SF,2TM,64.0,904.0,14.0,2.3,2.8,0.4,-3.2,2087519.0,0.1916150224261432
Doug McDermott,SF,SAS,46.0,700.0,14.2,2.5,2.9,0.4,-3.2,2087519.0,0.1916150224261432
Doug McDermott,SF,IND,18.0,204.0,13.2,1.9,2.3,0.4,-3.2,2087519.0,0.1916150224261432
Jaylin Williams,C,OKC,69.0,897.0,11.1,9.4,4.4,3.3,4.3,2019699.0,1.6339068346322891
Nikola Jović,PF,MIA,46.0,896.0,14.1,7.7,3.6,2.5,0.3,2464200.0,1.0145280415550686
Cam Whitmore,SF,HOU,47.0,880.0,23.7,7.4,1.4,1.8,0.3,3379080.0,0.5326893710714159
Jaxson Hayes,C,LAL,70.0,877.0,12.4,8.7,1.4,3.7,-0.3,2463946.0,1.5016562862984824
Blake Wesley,SG,SAS,61.0,876.0,11.0,3.9,6.8,0.2,-4.2,2624280.0,0.07621137988324417
Malachi Flynn,PG,3TM,69.0,876.0,15.6,4.7,5.3,0.0,-2.8,119972.0,0.0
Malachi Flynn,PG,TOR,31.0,474.0,11.9,4.9,5.5,0.0,-2.8,119972.0,0.0
Malachi Flynn,PG,NYK,14.0,60.0,18.6,3.6,3.6,0.0,-2.8,119972.0,0.0
Malachi Flynn,PG,DET,24.0,342.0,20.2,4.5,5.4,0.0,-2.8,119972.0,0.0
Zach LaVine,SG,CHI,25.0,872.0,20.1,5.3,4.0,5.1,0.7,44531940.0,0.11452454126184486
